as_of,variant,symbol,cls,score,bias,r5,r15,r30
2026-03-03,V5.T,DJIA,cross-asset,10.0,Very Bullish,-0.014672238786247016,-0.04185077511376878,0.002938164338985416
2026-03-03,V5.T,SP500,cross-asset,5.0,Very Bullish,-0.001954531426808015,-0.030684673828383358,0.023718900171940005
2026-03-03,V5.T,NASDAQ,cross-asset,5.0,Very Bullish,0.012572855278410566,-0.019669911884631297,0.046805716555475385
2026-03-03,V5.T,DAX,cross-asset,10.0,Very Bullish,-0.00935127846584105,-0.04909109069117057,0.003121254494606429
2026-03-03,V5.T,NIKKEI,cross-asset,15.0,Very Bullish,-0.0069375260383647275,-0.034578948321770775,0.06368757585088858
2026-03-03,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2026-03-03,V5.T,GOLD,cross-asset,15.0,Very Bullish,0.020328303177292506,-0.12050558374836362,-0.05742357477820259
2026-03-03,V5.T,SILVER,cross-asset,15.0,Very Bullish,0.07589987209939708,-0.13310189414702467,-0.03844326694682998
2026-03-03,V5.TS,US-DOLLAR,single,-15.0,Very Bearish,,,
2026-03-03,V5.TS,EURUSD,fx,5.0,Very Bullish,-0.00025833118057350113,-0.00022388702316367137,0.015663480582106093
2026-03-03,V5.TS,USDJPY,fx,5.0,Very Bullish,0.0024987949973362955,0.0060694081534287125,0.00684948882518599
2026-03-03,V5.TS,USDCHF,fx,-10.833333333333332,Very Bearish,-0.004924533128677466,0.007290867229470255,-0.001291890509081739
2026-03-03,V5.TS,USDCAD,fx,-8.333333333333334,Very Bearish,-0.007246270839426638,0.005849663644340364,0.006449254167885332
2026-03-03,V5.TS,AUDUSD,fx,8.333333333333334,Very Bullish,0.0114739880283794,-0.005673012668306554,0.013109066867615482
2026-03-03,V5.TS,NZDUSD,fx,9.166666666666666,Very Bullish,0.006981603220710397,-0.00866330326657494,0.002021437428867401
2026-03-03,V5.TS,EURJPY,fx,2.5,Bullish,0.0023321736185830666,0.005745776690279758,0.022802868518933206
2026-03-03,V5.TS,EURCHF,fx,-11.25,Very Bearish,-0.004862665534617561,0.0085234477511551,0.015481139253068266
2026-03-03,V5.TS,EURAUD,fx,-7.5,Very Bearish,-0.011324987116917762,0.00578980872412016,0.003249568037830608
2026-03-03,V5.TS,EURNZD,fx,-6.25,Very Bearish,-0.006568227847458696,0.009085879325310131,0.014405433254318423
2026-03-03,V5.TS,EURCAD,fx,-2.5,Bearish,-0.006955557515656352,0.0063696273988482766,0.02279457164098231
2026-03-03,V5.TS,GBPJPY,fx,3.75,Very Bullish,0.006866259882713166,0.01042759799615367,0.022702343360478716
2026-03-03,V5.TS,GBPCHF,fx,-7.5,Very Bearish,0.0014865253668361333,0.013618490457466104,0.01592979764074043
2026-03-03,V5.TS,GBPAUD,fx,-3.75,Very Bearish,-0.006716044176177549,0.010400906718680103,0.0032842194048341433
2026-03-03,V5.TS,GBPNZD,fx,-2.5,Bearish,-0.0017343336275374988,0.01371138570167707,0.014355692850838375
2026-03-03,V5.TS,AUDJPY,fx,2.5,Bullish,0.014871096111677584,0.0011279654210920587,0.020637255344300165
2026-03-03,V5.TS,NZDJPY,fx,3.75,Very Bullish,0.010317391866833336,-0.001865108456595821,0.009799905127431119
2026-03-03,V5.TS,CADJPY,fx,2.5,Bullish,0.010164754084130534,0.000486102671828581,0.0010590093921980515
2026-03-03,V5.TS,CHFJPY,fx,6.25,Very Bullish,0.0057657032373208406,-0.0030687620841802765,0.007590104605621928
2026-03-03,V5.TS,AUDNZD,fx,6.25,Very Bullish,0.004555274572524137,0.0031066302691296066,0.011069987104553647
2026-03-03,V5.TS,AUDCAD,fx,7.5,Very Bullish,0.0034307100530199808,-0.00014554527497667724,0.01944069030044715
2026-03-03,V5.TS,AUDCHF,fx,3.75,Very Bullish,0.008831831011563374,0.003459892561231026,0.013311481380314794
2026-03-03,V5.TS,NZDCAD,fx,6.25,Very Bullish,-0.0002360131173606561,-0.002894266123422362,0.008571002683096518
2026-03-03,V5.TS,NZDCHF,fx,-5.0,Very Bearish,0.003916875204003745,0.00036992710260030925,0.0019149167664018751
2026-03-03,V5.TS,CADCHF,fx,-11.25,Very Bearish,0.004081847167233255,0.003275988928208573,-0.006324235310605775
2026-03-03,V5.TS,DJIA,cross-asset,10.0,Very Bullish,-0.014672238786247016,-0.04185077511376878,0.002938164338985416
2026-03-03,V5.TS,SP500,cross-asset,5.0,Very Bullish,-0.001954531426808015,-0.030684673828383358,0.023718900171940005
2026-03-03,V5.TS,NASDAQ,cross-asset,5.0,Very Bullish,0.012572855278410566,-0.019669911884631297,0.046805716555475385
2026-03-03,V5.TS,DAX,cross-asset,10.0,Very Bullish,-0.00935127846584105,-0.04909109069117057,0.003121254494606429
2026-03-03,V5.TS,NIKKEI,cross-asset,15.0,Very Bullish,-0.0069375260383647275,-0.034578948321770775,0.06368757585088858
2026-03-03,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2026-03-03,V5.TS,GOLD,cross-asset,10.0,Very Bullish,0.020328303177292506,-0.12050558374836362,-0.05742357477820259
2026-03-03,V5.TS,SILVER,cross-asset,15.0,Very Bullish,0.07589987209939708,-0.13310189414702467,-0.03844326694682998
2026-03-03,V5.NOF,US-DOLLAR,single,-5.0,Very Bearish,,,
2026-03-03,V5.NOF,EURUSD,fx,2.8571428571428568,Bullish,-0.00025833118057350113,-0.00022388702316367137,0.015663480582106093
2026-03-03,V5.NOF,USDJPY,fx,1.666666666666667,Bullish,0.0024987949973362955,0.0060694081534287125,0.00684948882518599
2026-03-03,V5.NOF,USDCHF,fx,-7.5,Very Bearish,-0.004924533128677466,0.007290867229470255,-0.001291890509081739
2026-03-03,V5.NOF,USDCAD,fx,-3.095238095238096,Very Bearish,-0.007246270839426638,0.005849663644340364,0.006449254167885332
2026-03-03,V5.NOF,AUDUSD,fx,4.285714285714286,Very Bullish,0.0114739880283794,-0.005673012668306554,0.013109066867615482
2026-03-03,V5.NOF,NZDUSD,fx,4.5,Very Bullish,0.006981603220710397,-0.00866330326657494,0.002021437428867401
2026-03-03,V5.NOF,EURJPY,fx,2.5,Bullish,0.0023321736185830666,0.005745776690279758,0.022802868518933206
2026-03-03,V5.NOF,EURCHF,fx,-6.666666666666666,Very Bearish,-0.004862665534617561,0.0085234477511551,0.015481139253068266
2026-03-03,V5.NOF,EURAUD,fx,-3.75,Very Bearish,-0.011324987116917762,0.00578980872412016,0.003249568037830608
2026-03-03,V5.NOF,EURNZD,fx,-1.6666666666666665,Bearish,-0.006568227847458696,0.009085879325310131,0.014405433254318423
2026-03-03,V5.NOF,GBPJPY,fx,1.875,Bullish,0.006866259882713166,0.01042759799615367,0.022702343360478716
2026-03-03,V5.NOF,GBPCHF,fx,-6.111111111111112,Very Bearish,0.0014865253668361333,0.013618490457466104,0.01592979764074043
2026-03-03,V5.NOF,GBPAUD,fx,-3.125,Very Bearish,-0.006716044176177549,0.010400906718680103,0.0032842194048341433
2026-03-03,V5.NOF,AUDJPY,fx,2.5,Bullish,0.014871096111677584,0.0011279654210920587,0.020637255344300165
2026-03-03,V5.NOF,NZDJPY,fx,2.2222222222222223,Bullish,0.010317391866833336,-0.001865108456595821,0.009799905127431119
2026-03-03,V5.NOF,CHFJPY,fx,5.555555555555555,Very Bullish,0.0057657032373208406,-0.0030687620841802765,0.007590104605621928
2026-03-03,V5.NOF,AUDNZD,fx,6.666666666666666,Very Bullish,0.004555274572524137,0.0031066302691296066,0.011069987104553647
2026-03-03,V5.NOF,AUDCAD,fx,5.0,Very Bullish,0.0034307100530199808,-0.00014554527497667724,0.01944069030044715
2026-03-03,V5.NOF,AUDCHF,fx,3.333333333333333,Very Bullish,0.008831831011563374,0.003459892561231026,0.013311481380314794
2026-03-03,V5.NOF,NZDCAD,fx,2.7777777777777772,Bullish,-0.0002360131173606561,-0.002894266123422362,0.008571002683096518
2026-03-03,V5.NOF,NZDCHF,fx,-5.0,Very Bearish,0.003916875204003745,0.00036992710260030925,0.0019149167664018751
2026-03-03,V5.NOF,CADCHF,fx,-7.777777777777777,Very Bearish,0.004081847167233255,0.003275988928208573,-0.006324235310605775
2026-03-03,V5.NOF,DJIA,cross-asset,5.5555555555555545,Very Bullish,-0.014672238786247016,-0.04185077511376878,0.002938164338985416
2026-03-03,V5.NOF,SP500,cross-asset,3.8888888888888884,Bullish,-0.001954531426808015,-0.030684673828383358,0.023718900171940005
2026-03-03,V5.NOF,NASDAQ,cross-asset,3.8888888888888884,Bullish,0.012572855278410566,-0.019669911884631297,0.046805716555475385
2026-03-03,V5.NOF,DAX,cross-asset,4.444444444444445,Very Bullish,-0.00935127846584105,-0.04909109069117057,0.003121254494606429
2026-03-03,V5.NOF,NIKKEI,cross-asset,7.222222222222222,Very Bullish,-0.0069375260383647275,-0.034578948321770775,0.06368757585088858
2026-03-03,V5.NOF,FTSE100,cross-asset,5.5555555555555545,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2026-03-03,V5.NOF,GOLD,cross-asset,6.666666666666666,Very Bullish,0.020328303177292506,-0.12050558374836362,-0.05742357477820259
2026-03-03,V5.NOF,SILVER,cross-asset,9.166666666666666,Very Bullish,0.07589987209939708,-0.13310189414702467,-0.03844326694682998
2026-03-03,V5.HALF,US-DOLLAR,single,-2.638888888888889,Bearish,,,
2026-03-03,V5.HALF,EURUSD,fx,1.7558760683760686,Bullish,-0.00025833118057350113,-0.00022388702316367137,0.015663480582106093
2026-03-03,V5.HALF,USDCHF,fx,-3.5625,Very Bearish,-0.004924533128677466,0.007290867229470255,-0.001291890509081739
2026-03-03,V5.HALF,USDCAD,fx,-2.378205128205128,Bearish,-0.007246270839426638,0.005849663644340364,0.006449254167885332
2026-03-03,V5.HALF,AUDUSD,fx,2.4369658119658117,Bullish,0.0114739880283794,-0.005673012668306554,0.013109066867615482
2026-03-03,V5.HALF,NZDUSD,fx,2.0710227272727275,Bullish,0.006981603220710397,-0.00866330326657494,0.002021437428867401
2026-03-03,V5.HALF,EURJPY,fx,1.875,Bullish,0.0023321736185830666,0.005745776690279758,0.022802868518933206
2026-03-03,V5.HALF,EURCHF,fx,-3.136574074074074,Very Bearish,-0.004862665534617561,0.0085234477511551,0.015481139253068266
2026-03-03,V5.HALF,EURAUD,fx,-2.0535714285714284,Bearish,-0.011324987116917762,0.00578980872412016,0.003249568037830608
2026-03-03,V5.HALF,GBPCHF,fx,-3.078703703703704,Very Bearish,0.0014865253668361333,0.013618490457466104,0.01592979764074043
2026-03-03,V5.HALF,GBPAUD,fx,-1.9940476190476188,Bearish,-0.006716044176177549,0.010400906718680103,0.0032842194048341433
2026-03-03,V5.HALF,AUDJPY,fx,1.7857142857142858,Bullish,0.014871096111677584,0.0011279654210920587,0.020637255344300165
2026-03-03,V5.HALF,NZDJPY,fx,1.3570601851851851,Bullish,0.010317391866833336,-0.001865108456595821,0.009799905127431119
2026-03-03,V5.HALF,CADJPY,fx,1.7261904761904763,Bullish,0.010164754084130534,0.000486102671828581,0.0010590093921980515
2026-03-03,V5.HALF,CHFJPY,fx,2.8761574074074074,Bullish,0.0057657032373208406,-0.0030687620841802765,0.007590104605621928
2026-03-03,V5.HALF,AUDNZD,fx,3.2957175925925926,Very Bullish,0.004555274572524137,0.0031066302691296066,0.011069987104553647
2026-03-03,V5.HALF,AUDCAD,fx,2.202380952380952,Bullish,0.0034307100530199808,-0.00014554527497667724,0.01944069030044715
2026-03-03,V5.HALF,AUDCHF,fx,1.7766203703703707,Bullish,0.008831831011563374,0.003459892561231026,0.013311481380314794
2026-03-03,V5.HALF,NZDCHF,fx,-2.458333333333333,Bearish,0.003916875204003745,0.00036992710260030925,0.0019149167664018751
2026-03-03,V5.HALF,CADCHF,fx,-3.28125,Very Bearish,0.004081847167233255,0.003275988928208573,-0.006324235310605775
2026-03-03,V5.HALF,DJIA,cross-asset,2.7777777777777772,Bullish,-0.014672238786247016,-0.04185077511376878,0.002938164338985416
2026-03-03,V5.HALF,SP500,cross-asset,1.9444444444444442,Bullish,-0.001954531426808015,-0.030684673828383358,0.023718900171940005
2026-03-03,V5.HALF,NASDAQ,cross-asset,1.9444444444444442,Bullish,0.012572855278410566,-0.019669911884631297,0.046805716555475385
2026-03-03,V5.HALF,NIKKEI,cross-asset,3.611111111111111,Bullish,-0.0069375260383647275,-0.034578948321770775,0.06368757585088858
2026-03-03,V5.HALF,FTSE100,cross-asset,3.611111111111111,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2026-03-03,V5.HALF,GOLD,cross-asset,4.102564102564102,Bullish,0.020328303177292506,-0.12050558374836362,-0.05742357477820259
2026-03-03,V5.HALF,SILVER,cross-asset,5.6410256410256405,Very Bullish,0.07589987209939708,-0.13310189414702467,-0.03844326694682998
2026-03-03,V5.FULL,US-DOLLAR,single,-1.851851851851852,Bearish,,,
2026-03-03,V5.FULL,EURUSD,fx,1.3529483430799223,Bullish,-0.00025833118057350113,-0.00022388702316367137,0.015663480582106093
2026-03-03,V5.FULL,USDCHF,fx,-2.4868697478991595,Bearish,-0.004924533128677466,0.007290867229470255,-0.001291890509081739
2026-03-03,V5.FULL,USDCAD,fx,-2.1692251461988303,Bearish,-0.007246270839426638,0.005849663644340364,0.006449254167885332
2026-03-03,V5.FULL,AUDUSD,fx,1.7549951267056532,Bullish,0.0114739880283794,-0.005673012668306554,0.013109066867615482
2026-03-03,V5.FULL,EURJPY,fx,1.625,Bullish,0.0023321736185830666,0.005745776690279758,0.022802868518933206
2026-03-03,V5.FULL,EURCHF,fx,-2.0958259847148732,Bearish,-0.004862665534617561,0.0085234477511551,0.015481139253068266
2026-03-03,V5.FULL,EURAUD,fx,-1.375,Bearish,-0.011324987116917762,0.00578980872412016,0.003249568037830608
2026-03-03,V5.FULL,GBPCHF,fx,-2.260435038212816,Bearish,0.0014865253668361333,0.013618490457466104,0.01592979764074043
2026-03-03,V5.FULL,GBPAUD,fx,-1.5416666666666667,Bearish,-0.006716044176177549,0.010400906718680103,0.0032842194048341433
2026-03-03,V5.FULL,AUDJPY,fx,1.5,Bullish,0.014871096111677584,0.0011279654210920587,0.020637255344300165
2026-03-03,V5.FULL,CADJPY,fx,1.9166666666666665,Bullish,0.010164754084130534,0.000486102671828581,0.0010590093921980515
2026-03-03,V5.FULL,CHFJPY,fx,2.21928277483833,Bullish,0.0057657032373208406,-0.0030687620841802765,0.007590104605621928
2026-03-03,V5.FULL,AUDNZD,fx,2.33098177542622,Bullish,0.004555274572524137,0.0031066302691296066,0.011069987104553647
2026-03-03,V5.FULL,NZDCHF,fx,-1.822916666666667,Bearish,0.003916875204003745,0.00036992710260030925,0.0019149167664018751
2026-03-03,V5.FULL,CADCHF,fx,-1.8077601410934743,Bearish,0.004081847167233255,0.003275988928208573,-0.006324235310605775
2026-03-03,V5.FULL,NIKKEI,cross-asset,2.4074074074074074,Bullish,-0.0069375260383647275,-0.034578948321770775,0.06368757585088858
2026-03-03,V5.FULL,FTSE100,cross-asset,2.962962962962963,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2026-03-03,V5.FULL,GOLD,cross-asset,2.962962962962963,Bullish,0.020328303177292506,-0.12050558374836362,-0.05742357477820259
2026-03-03,V5.FULL,SILVER,cross-asset,4.0740740740740735,Bullish,0.07589987209939708,-0.13310189414702467,-0.03844326694682998
2026-03-04,V5.T,USDJPY,fx,10.0,Very Bullish,0.011431082354739441,0.014927274116718126,0.012284433349466273
2026-03-04,V5.T,USDCHF,fx,-15.0,Very Bearish,0.0008985763982491957,0.016110191140036756,0.0035686319816177203
2026-03-04,V5.T,USDCAD,fx,-15.0,Very Bearish,-0.003980588218045367,0.012015071987801607,0.007264756766266922
2026-03-04,V5.T,AUDUSD,fx,15.0,Very Bullish,0.010600257232908916,-0.018303110822155966,0.013342190437154677
2026-03-04,V5.T,NZDUSD,fx,10.0,Very Bullish,-0.004747874400201968,-0.022173583634986116,-0.0048994023065913606
2026-03-04,V5.T,EURGBP,fx,5.0,Very Bullish,-0.008380562612804288,-0.005816961155115208,0.00010346373596048508
2026-03-04,V5.T,EURJPY,fx,5.0,Very Bullish,0.006217911526125164,0.008544154834754458,0.026497279663707296
2026-03-04,V5.T,EURCHF,fx,-15.0,Very Bearish,-0.003445686265847847,0.010303927198833884,0.018443256615275905
2026-03-04,V5.T,EURAUD,fx,-15.0,Very Bearish,-0.015630801443779707,0.012368297715638743,0.0014425622827787254
2026-03-04,V5.T,EURNZD,fx,-10.0,Very Bearish,-0.0003066183572411063,0.01698154668519991,0.019771773736093623
2026-03-04,V5.T,EURCAD,fx,-5.0,Very Bearish,-0.00874378258430153,0.005988892181028271,0.022013906838054043
2026-03-04,V5.T,GBPJPY,fx,10.0,Very Bullish,0.01442648872885921,0.014407437571739345,0.026443006082081943
2026-03-04,V5.T,GBPCHF,fx,-15.0,Very Bearish,0.0051817954584783,0.017150877732700076,0.01941971581841595
2026-03-04,V5.T,GBPAUD,fx,-15.0,Very Bearish,-0.007368170140636177,0.01855020261143636,0.0015626241491644155
2026-03-04,V5.T,GBPNZD,fx,-10.0,Very Bearish,0.007938202097286462,0.02293406622728633,0.019821045796977854
2026-03-04,V5.T,GBPCAD,fx,-5.0,Very Bearish,-0.0005156760018653062,0.012036097320130557,0.022025948377540683
2026-03-04,V5.T,AUDJPY,fx,15.0,Very Bullish,0.02312909239928307,-0.0031343162597159413,0.026461555089210886
2026-03-04,V5.T,NZDJPY,fx,15.0,Very Bullish,0.007608602335164916,-0.00668569711538447,0.00812371222527486
2026-03-04,V5.T,CADJPY,fx,15.0,Very Bullish,0.015552464574458913,0.00319916543510379,0.005502912283751993
2026-03-04,V5.T,CHFJPY,fx,15.0,Very Bullish,0.009665766910130325,-0.001339711019371248,0.008266513178786905
2026-03-04,V5.T,AUDNZD,fx,15.0,Very Bullish,0.015275316801169003,0.004098050906525819,0.01801294916905305
2026-03-04,V5.T,AUDCAD,fx,15.0,Very Bullish,0.005667336662591449,-0.006858824260759677,0.020193124598520518
2026-03-04,V5.T,AUDCHF,fx,15.0,Very Bullish,0.013025232982723844,-0.0012171417152616604,0.01836612349446831
2026-03-04,V5.T,NZDCAD,fx,-5.0,Very Bearish,-0.008492044879469751,-0.01041756668353544,0.002295814458693979
2026-03-04,V5.T,NZDCHF,fx,-10.0,Very Bearish,-0.0025330706445257922,-0.005390893935785734,-0.00017320141159160585
2026-03-04,V5.T,CADCHF,fx,-10.0,Very Bearish,0.005278386672511903,0.005103024989039806,-0.002174484875054783
2026-03-04,V5.T,DJIA,cross-asset,10.0,Very Bullish,-0.028919601906778003,-0.04776790475956061,-0.005285893617545057
2026-03-04,V5.T,SP500,cross-asset,5.0,Very Bullish,-0.015529713129666556,-0.04050533424541902,0.021788172966364483
2026-03-04,V5.T,NASDAQ,cross-asset,5.0,Very Bullish,-0.007195161791539562,-0.03742599660560475,0.04366897474920517
2026-03-04,V5.T,DAX,cross-asset,10.0,Very Bullish,-0.025715110048635803,-0.055593108564833904,0.014298079300964606
2026-03-04,V5.T,NIKKEI,cross-asset,15.0,Very Bullish,-0.02815399381465289,-0.04365290960150725,0.040133660374675584
2026-03-04,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2026-03-04,V5.T,GOLD,cross-asset,15.0,Very Bullish,0.006873514110840029,-0.12339446150014977,-0.06738300629180438
2026-03-04,V5.T,SILVER,cross-asset,10.0,Very Bullish,0.026886871541833113,-0.14698555654027656,-0.06086373326307226
2026-03-04,V5.TS,US-DOLLAR,single,-15.0,Very Bearish,,,
2026-03-04,V5.TS,EURUSD,fx,-1.6666666666666665,Bearish,-0.00516633714433079,-0.006232270265623674,0.01423536491016919
2026-03-04,V5.TS,USDJPY,fx,5.0,Very Bullish,0.011431082354739441,0.014927274116718126,0.012284433349466273
2026-03-04,V5.TS,USDCHF,fx,-10.833333333333332,Very Bearish,0.0008985763982491957,0.016110191140036756,0.0035686319816177203
2026-03-04,V5.TS,USDCAD,fx,-8.333333333333334,Very Bearish,-0.003980588218045367,0.012015071987801607,0.007264756766266922
2026-03-04,V5.TS,AUDUSD,fx,8.333333333333334,Very Bullish,0.010600257232908916,-0.018303110822155966,0.013342190437154677
2026-03-04,V5.TS,NZDUSD,fx,5.833333333333334,Very Bullish,-0.004747874400201968,-0.022173583634986116,-0.0048994023065913606
2026-03-04,V5.TS,EURJPY,fx,-2.5,Bearish,0.006217911526125164,0.008544154834754458,0.026497279663707296
2026-03-04,V5.TS,EURCHF,fx,-11.25,Very Bearish,-0.003445686265847847,0.010303927198833884,0.018443256615275905
2026-03-04,V5.TS,EURAUD,fx,-7.5,Very Bearish,-0.015630801443779707,0.012368297715638743,0.0014425622827787254
2026-03-04,V5.TS,EURNZD,fx,-6.25,Very Bearish,-0.0003066183572411063,0.01698154668519991,0.019771773736093623
2026-03-04,V5.TS,EURCAD,fx,-2.5,Bearish,-0.00874378258430153,0.005988892181028271,0.022013906838054043
2026-03-04,V5.TS,GBPJPY,fx,3.75,Very Bullish,0.01442648872885921,0.014407437571739345,0.026443006082081943
2026-03-04,V5.TS,GBPCHF,fx,-7.5,Very Bearish,0.0051817954584783,0.017150877732700076,0.01941971581841595
2026-03-04,V5.TS,GBPAUD,fx,-3.75,Very Bearish,-0.007368170140636177,0.01855020261143636,0.0015626241491644155
2026-03-04,V5.TS,GBPNZD,fx,-2.5,Bearish,0.007938202097286462,0.02293406622728633,0.019821045796977854
2026-03-04,V5.TS,AUDJPY,fx,2.5,Bullish,0.02312909239928307,-0.0031343162597159413,0.026461555089210886
2026-03-04,V5.TS,NZDJPY,fx,3.75,Very Bullish,0.007608602335164916,-0.00668569711538447,0.00812371222527486
2026-03-04,V5.TS,CADJPY,fx,2.5,Bullish,0.015552464574458913,0.00319916543510379,0.005502912283751993
2026-03-04,V5.TS,CHFJPY,fx,6.25,Very Bullish,0.009665766910130325,-0.001339711019371248,0.008266513178786905
2026-03-04,V5.TS,AUDNZD,fx,6.25,Very Bullish,0.015275316801169003,0.004098050906525819,0.01801294916905305
2026-03-04,V5.TS,AUDCAD,fx,7.5,Very Bullish,0.005667336662591449,-0.006858824260759677,0.020193124598520518
2026-03-04,V5.TS,AUDCHF,fx,3.75,Very Bullish,0.013025232982723844,-0.0012171417152616604,0.01836612349446831
2026-03-04,V5.TS,NZDCHF,fx,-7.5,Very Bearish,-0.0025330706445257922,-0.005390893935785734,-0.00017320141159160585
2026-03-04,V5.TS,CADCHF,fx,-8.75,Very Bearish,0.005278386672511903,0.005103024989039806,-0.002174484875054783
2026-03-04,V5.TS,DJIA,cross-asset,10.0,Very Bullish,-0.028919601906778003,-0.04776790475956061,-0.005285893617545057
2026-03-04,V5.TS,SP500,cross-asset,5.0,Very Bullish,-0.015529713129666556,-0.04050533424541902,0.021788172966364483
2026-03-04,V5.TS,NASDAQ,cross-asset,5.0,Very Bullish,-0.007195161791539562,-0.03742599660560475,0.04366897474920517
2026-03-04,V5.TS,DAX,cross-asset,10.0,Very Bullish,-0.025715110048635803,-0.055593108564833904,0.014298079300964606
2026-03-04,V5.TS,NIKKEI,cross-asset,15.0,Very Bullish,-0.02815399381465289,-0.04365290960150725,0.040133660374675584
2026-03-04,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2026-03-04,V5.TS,GOLD,cross-asset,10.0,Very Bullish,0.006873514110840029,-0.12339446150014977,-0.06738300629180438
2026-03-04,V5.TS,SILVER,cross-asset,12.5,Very Bullish,0.026886871541833113,-0.14698555654027656,-0.06086373326307226
2026-03-04,V5.NOF,US-DOLLAR,single,-5.0,Very Bearish,,,
2026-03-04,V5.NOF,USDJPY,fx,1.666666666666667,Bullish,0.011431082354739441,0.014927274116718126,0.012284433349466273
2026-03-04,V5.NOF,USDCHF,fx,-7.5,Very Bearish,0.0008985763982491957,0.016110191140036756,0.0035686319816177203
2026-03-04,V5.NOF,USDCAD,fx,-3.095238095238096,Very Bearish,-0.003980588218045367,0.012015071987801607,0.007264756766266922
2026-03-04,V5.NOF,AUDUSD,fx,3.095238095238096,Very Bullish,0.010600257232908916,-0.018303110822155966,0.013342190437154677
2026-03-04,V5.NOF,NZDUSD,fx,2.5,Bullish,-0.004747874400201968,-0.022173583634986116,-0.0048994023065913606
2026-03-04,V5.NOF,EURCHF,fx,-7.777777777777777,Very Bearish,-0.003445686265847847,0.010303927198833884,0.018443256615275905
2026-03-04,V5.NOF,EURAUD,fx,-3.75,Very Bearish,-0.015630801443779707,0.012368297715638743,0.0014425622827787254
2026-03-04,V5.NOF,EURNZD,fx,-2.7777777777777772,Bearish,-0.0003066183572411063,0.01698154668519991,0.019771773736093623
2026-03-04,V5.NOF,GBPCHF,fx,-7.222222222222222,Very Bearish,0.0051817954584783,0.017150877732700076,0.01941971581841595
2026-03-04,V5.NOF,GBPAUD,fx,-3.125,Very Bearish,-0.007368170140636177,0.01855020261143636,0.0015626241491644155
2026-03-04,V5.NOF,GBPNZD,fx,-2.2222222222222223,Bearish,0.007938202097286462,0.02293406622728633,0.019821045796977854
2026-03-04,V5.NOF,NZDJPY,fx,2.2222222222222223,Bullish,0.007608602335164916,-0.00668569711538447,0.00812371222527486
2026-03-04,V5.NOF,CHFJPY,fx,5.555555555555555,Very Bullish,0.009665766910130325,-0.001339711019371248,0.008266513178786905
2026-03-04,V5.NOF,AUDNZD,fx,5.555555555555555,Very Bullish,0.015275316801169003,0.004098050906525819,0.01801294916905305
2026-03-04,V5.NOF,AUDCAD,fx,3.75,Very Bullish,0.005667336662591449,-0.006858824260759677,0.020193124598520518
2026-03-04,V5.NOF,AUDCHF,fx,2.2222222222222223,Bullish,0.013025232982723844,-0.0012171417152616604,0.01836612349446831
2026-03-04,V5.NOF,NZDCAD,fx,-2.2222222222222223,Bearish,-0.008492044879469751,-0.01041756668353544,0.002295814458693979
2026-03-04,V5.NOF,NZDCHF,fx,-7.5,Very Bearish,-0.0025330706445257922,-0.005390893935785734,-0.00017320141159160585
2026-03-04,V5.NOF,CADCHF,fx,-6.111111111111111,Very Bearish,0.005278386672511903,0.005103024989039806,-0.002174484875054783
2026-03-04,V5.NOF,DJIA,cross-asset,6.666666666666666,Very Bullish,-0.028919601906778003,-0.04776790475956061,-0.005285893617545057
2026-03-04,V5.NOF,SP500,cross-asset,5.0,Very Bullish,-0.015529713129666556,-0.04050533424541902,0.021788172966364483
2026-03-04,V5.NOF,NASDAQ,cross-asset,5.0,Very Bullish,-0.007195161791539562,-0.03742599660560475,0.04366897474920517
2026-03-04,V5.NOF,DAX,cross-asset,6.666666666666666,Very Bullish,-0.025715110048635803,-0.055593108564833904,0.014298079300964606
2026-03-04,V5.NOF,NIKKEI,cross-asset,8.333333333333334,Very Bullish,-0.02815399381465289,-0.04365290960150725,0.040133660374675584
2026-03-04,V5.NOF,FTSE100,cross-asset,7.777777777777777,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2026-03-04,V5.NOF,GOLD,cross-asset,7.5,Very Bullish,0.006873514110840029,-0.12339446150014977,-0.06738300629180438
2026-03-04,V5.NOF,SILVER,cross-asset,8.75,Very Bullish,0.026886871541833113,-0.14698555654027656,-0.06086373326307226
2026-03-04,V5.HALF,US-DOLLAR,single,-2.638888888888889,Bearish,,,
2026-03-04,V5.HALF,USDCHF,fx,-3.5625,Very Bearish,0.0008985763982491957,0.016110191140036756,0.0035686319816177203
2026-03-04,V5.HALF,USDCAD,fx,-2.378205128205128,Bearish,-0.003980588218045367,0.012015071987801607,0.007264756766266922
2026-03-04,V5.HALF,AUDUSD,fx,1.7318376068376071,Bullish,0.010600257232908916,-0.018303110822155966,0.013342190437154677
