as_of,variant,symbol,cls,score,bias,r5,r15,r30
2024-03-07,V5.TS,GBPUSD,fx,-5.0,Very Bearish,,,
2024-03-07,V5.TS,USDJPY,fx,-5.0,Very Bearish,,,
2024-03-07,V5.TS,USDCHF,fx,2.5,Bullish,,,
2024-03-07,V5.TS,USDCAD,fx,7.5,Very Bullish,,,
2024-03-07,V5.TS,NZDUSD,fx,-5.0,Very Bearish,,,
2024-03-07,V5.TS,EURGBP,fx,10.0,Very Bullish,,,
2024-03-07,V5.TS,EURCHF,fx,7.5,Very Bullish,,,
2024-03-07,V5.TS,EURAUD,fx,5.0,Very Bullish,,,
2024-03-07,V5.TS,EURNZD,fx,10.0,Very Bullish,,,
2024-03-07,V5.TS,EURCAD,fx,12.5,Very Bullish,,,
2024-03-07,V5.TS,GBPJPY,fx,-10.0,Very Bearish,,,
2024-03-07,V5.TS,GBPCHF,fx,-2.5,Bearish,,,
2024-03-07,V5.TS,GBPAUD,fx,-5.0,Very Bearish,,,
2024-03-07,V5.TS,GBPCAD,fx,2.5,Bullish,,,
2024-03-07,V5.TS,AUDJPY,fx,-5.0,Very Bearish,,,
2024-03-07,V5.TS,NZDJPY,fx,-10.0,Very Bearish,,,
2024-03-07,V5.TS,CADJPY,fx,-12.5,Very Bearish,,,
2024-03-07,V5.TS,CHFJPY,fx,-7.5,Very Bearish,,,
2024-03-07,V5.TS,AUDNZD,fx,5.0,Very Bullish,,,
2024-03-07,V5.TS,AUDCAD,fx,7.5,Very Bullish,,,
2024-03-07,V5.TS,AUDCHF,fx,2.5,Bullish,,,
2024-03-07,V5.TS,NZDCAD,fx,2.5,Bullish,,,
2024-03-07,V5.TS,NZDCHF,fx,-2.5,Bearish,,,
2024-03-07,V5.TS,CADCHF,fx,-5.0,Very Bearish,,,
2024-03-07,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-07,V5.TS,GOLD,cross-asset,5.0,Very Bullish,,,
2024-03-07,V5.TS,SILVER,cross-asset,5.0,Very Bullish,,,
2024-03-07,V5.NOF,US-DOLLAR,single,3.333333333333333,Very Bullish,,,
2024-03-07,V5.NOF,EURUSD,fx,3.333333333333333,Very Bullish,,,
2024-03-07,V5.NOF,GBPUSD,fx,-1.6666666666666665,Bearish,,,
2024-03-07,V5.NOF,USDJPY,fx,-5.0,Very Bearish,,,
2024-03-07,V5.NOF,USDCHF,fx,2.5,Bullish,,,
2024-03-07,V5.NOF,USDCAD,fx,2.5,Bullish,,,
2024-03-07,V5.NOF,NZDUSD,fx,-5.0,Very Bearish,,,
2024-03-07,V5.NOF,EURGBP,fx,5.0,Very Bullish,,,
2024-03-07,V5.NOF,EURJPY,fx,-1.666666666666667,Bearish,,,
2024-03-07,V5.NOF,EURCHF,fx,5.833333333333333,Very Bullish,,,
2024-03-07,V5.NOF,EURAUD,fx,3.333333333333333,Very Bullish,,,
2024-03-07,V5.NOF,EURNZD,fx,8.333333333333332,Very Bullish,,,
2024-03-07,V5.NOF,EURCAD,fx,5.833333333333333,Very Bullish,,,
2024-03-07,V5.NOF,GBPJPY,fx,-6.666666666666666,Very Bearish,,,
2024-03-07,V5.NOF,GBPAUD,fx,-1.6666666666666665,Bearish,,,
2024-03-07,V5.NOF,GBPNZD,fx,3.3333333333333335,Very Bullish,,,
2024-03-07,V5.NOF,AUDJPY,fx,-5.0,Very Bearish,,,
2024-03-07,V5.NOF,NZDJPY,fx,-10.0,Very Bearish,,,
2024-03-07,V5.NOF,CADJPY,fx,-7.5,Very Bearish,,,
2024-03-07,V5.NOF,CHFJPY,fx,-7.5,Very Bearish,,,
2024-03-07,V5.NOF,AUDNZD,fx,5.0,Very Bullish,,,
2024-03-07,V5.NOF,AUDCAD,fx,2.5,Bullish,,,
2024-03-07,V5.NOF,AUDCHF,fx,2.5,Bullish,,,
2024-03-07,V5.NOF,NZDCAD,fx,-2.5,Bearish,,,
2024-03-07,V5.NOF,NZDCHF,fx,-2.5,Bearish,,,
2024-03-07,V5.NOF,FTSE100,cross-asset,4.444444444444445,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-07,V5.NOF,GOLD,cross-asset,2.7777777777777772,Bullish,,,
2024-03-07,V5.NOF,SILVER,cross-asset,2.7777777777777772,Bullish,,,
2024-03-07,V5.HALF,US-DOLLAR,single,2.638888888888889,Bullish,,,
2024-03-07,V5.HALF,USDJPY,fx,-2.541666666666667,Bearish,,,
2024-03-07,V5.HALF,AUDUSD,fx,-1.6250000000000002,Bearish,,,
2024-03-07,V5.HALF,EURGBP,fx,1.6319444444444442,Bullish,,,
2024-03-07,V5.HALF,EURJPY,fx,-1.4583333333333335,Bearish,,,
2024-03-07,V5.HALF,EURCHF,fx,1.9791666666666665,Bullish,,,
2024-03-07,V5.HALF,EURAUD,fx,2.7083333333333335,Bullish,,,
2024-03-07,V5.HALF,EURNZD,fx,1.6666666666666665,Bullish,,,
2024-03-07,V5.HALF,EURCAD,fx,2.2222222222222223,Bullish,,,
2024-03-07,V5.HALF,GBPJPY,fx,-3.0902777777777777,Very Bearish,,,
2024-03-07,V5.HALF,AUDJPY,fx,-4.166666666666667,Very Bearish,,,
2024-03-07,V5.HALF,NZDJPY,fx,-3.125,Very Bearish,,,
2024-03-07,V5.HALF,CADJPY,fx,-3.6805555555555554,Very Bearish,,,
2024-03-07,V5.HALF,CHFJPY,fx,-3.4375,Very Bearish,,,
2024-03-07,V5.HALF,FTSE100,cross-asset,3.8888888888888884,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-07,V5.FULL,US-DOLLAR,single,2.4074074074074074,Bullish,,,
2024-03-07,V5.FULL,USDJPY,fx,-1.7708333333333335,Bearish,,,
2024-03-07,V5.FULL,AUDUSD,fx,-2.118055555555556,Bearish,,,
2024-03-07,V5.FULL,EURJPY,fx,-1.3888888888888888,Bearish,,,
2024-03-07,V5.FULL,EURAUD,fx,2.5000000000000004,Bullish,,,
2024-03-07,V5.FULL,GBPJPY,fx,-1.898148148148148,Bearish,,,
2024-03-07,V5.FULL,GBPAUD,fx,1.9907407407407414,Bullish,,,
2024-03-07,V5.FULL,AUDJPY,fx,-3.8888888888888893,Very Bearish,,,
2024-03-07,V5.FULL,NZDJPY,fx,-1.7857142857142858,Bearish,,,
2024-03-07,V5.FULL,CADJPY,fx,-2.4074074074074074,Bearish,,,
2024-03-07,V5.FULL,CHFJPY,fx,-2.5,Bearish,,,
2024-03-07,V5.FULL,AUDNZD,fx,-2.1031746031746037,Bearish,,,
2024-03-07,V5.FULL,AUDCAD,fx,-1.4814814814814818,Bearish,,,
2024-03-07,V5.FULL,AUDCHF,fx,-1.3888888888888893,Bearish,,,
2024-03-07,V5.FULL,FTSE100,cross-asset,3.703703703703704,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-08,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-08,V5.TS,US-DOLLAR,single,5.0,Very Bullish,,,
2024-03-08,V5.TS,EURUSD,fx,5.0,Very Bullish,,,
2024-03-08,V5.TS,GBPUSD,fx,-5.0,Very Bearish,,,
2024-03-08,V5.TS,USDJPY,fx,-2.5,Bearish,,,
2024-03-08,V5.TS,USDCHF,fx,-5.0,Very Bearish,,,
2024-03-08,V5.TS,USDCAD,fx,5.0,Very Bullish,,,
2024-03-08,V5.TS,AUDUSD,fx,5.0,Very Bullish,,,
2024-03-08,V5.TS,NZDUSD,fx,-5.0,Very Bearish,,,
2024-03-08,V5.TS,EURGBP,fx,10.0,Very Bullish,,,
2024-03-08,V5.TS,EURJPY,fx,2.5,Bullish,,,
2024-03-08,V5.TS,EURNZD,fx,10.0,Very Bullish,,,
2024-03-08,V5.TS,EURCAD,fx,10.0,Very Bullish,,,
2024-03-08,V5.TS,GBPJPY,fx,-7.5,Very Bearish,,,
2024-03-08,V5.TS,GBPCHF,fx,-10.0,Very Bearish,,,
2024-03-08,V5.TS,GBPAUD,fx,-10.0,Very Bearish,,,
2024-03-08,V5.TS,AUDJPY,fx,2.5,Bullish,,,
2024-03-08,V5.TS,NZDJPY,fx,-7.5,Very Bearish,,,
2024-03-08,V5.TS,CADJPY,fx,-7.5,Very Bearish,,,
2024-03-08,V5.TS,CHFJPY,fx,2.5,Bullish,,,
2024-03-08,V5.TS,AUDNZD,fx,10.0,Very Bullish,,,
2024-03-08,V5.TS,AUDCAD,fx,10.0,Very Bullish,,,
2024-03-08,V5.TS,NZDCHF,fx,-10.0,Very Bearish,,,
2024-03-08,V5.TS,CADCHF,fx,-10.0,Very Bearish,,,
2024-03-08,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-08,V5.TS,GOLD,cross-asset,-5.0,Very Bearish,,,
2024-03-08,V5.TS,SILVER,cross-asset,-5.0,Very Bearish,,,
2024-03-08,V5.NOF,US-DOLLAR,single,1.6666666666666665,Bullish,,,
2024-03-08,V5.NOF,EURUSD,fx,1.6666666666666665,Bullish,,,
2024-03-08,V5.NOF,GBPUSD,fx,-1.6666666666666665,Bearish,,,
2024-03-08,V5.NOF,USDJPY,fx,-4.166666666666667,Very Bearish,,,
2024-03-08,V5.NOF,USDCHF,fx,-5.0,Very Bearish,,,
2024-03-08,V5.NOF,USDCAD,fx,1.6666666666666665,Bullish,,,
2024-03-08,V5.NOF,AUDUSD,fx,1.6666666666666665,Bullish,,,
2024-03-08,V5.NOF,NZDUSD,fx,-5.0,Very Bearish,,,
2024-03-08,V5.NOF,EURGBP,fx,3.333333333333333,Very Bullish,,,
2024-03-08,V5.NOF,EURJPY,fx,-2.5000000000000004,Bearish,,,
2024-03-08,V5.NOF,EURCHF,fx,-3.3333333333333335,Very Bearish,,,
2024-03-08,V5.NOF,EURNZD,fx,6.666666666666666,Very Bullish,,,
2024-03-08,V5.NOF,EURCAD,fx,3.333333333333333,Very Bullish,,,
2024-03-08,V5.NOF,GBPJPY,fx,-5.833333333333334,Very Bearish,,,
2024-03-08,V5.NOF,GBPCHF,fx,-6.666666666666666,Very Bearish,,,
2024-03-08,V5.NOF,GBPAUD,fx,-3.333333333333333,Very Bearish,,,
2024-03-08,V5.NOF,GBPNZD,fx,3.3333333333333335,Very Bullish,,,
2024-03-08,V5.NOF,AUDJPY,fx,-2.5000000000000004,Bearish,,,
2024-03-08,V5.NOF,NZDJPY,fx,-9.166666666666668,Very Bearish,,,
2024-03-08,V5.NOF,CADJPY,fx,-5.833333333333334,Very Bearish,,,
2024-03-08,V5.NOF,AUDNZD,fx,6.666666666666666,Very Bullish,,,
2024-03-08,V5.NOF,AUDCAD,fx,3.333333333333333,Very Bullish,,,
2024-03-08,V5.NOF,AUDCHF,fx,-3.3333333333333335,Very Bearish,,,
2024-03-08,V5.NOF,NZDCAD,fx,-3.3333333333333335,Very Bearish,,,
2024-03-08,V5.NOF,NZDCHF,fx,-10.0,Very Bearish,,,
2024-03-08,V5.NOF,CADCHF,fx,-6.666666666666666,Very Bearish,,,
2024-03-08,V5.NOF,FTSE100,cross-asset,4.444444444444445,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-08,V5.HALF,US-DOLLAR,single,1.8055555555555556,Bullish,,,
2024-03-08,V5.HALF,USDJPY,fx,-2.125,Bearish,,,
2024-03-08,V5.HALF,EURJPY,fx,-1.8749999999999998,Bearish,,,
2024-03-08,V5.HALF,GBPJPY,fx,-2.6736111111111107,Bearish,,,
2024-03-08,V5.HALF,GBPCHF,fx,-1.5277777777777777,Bearish,,,
2024-03-08,V5.HALF,AUDJPY,fx,-2.9166666666666665,Bearish,,,
2024-03-08,V5.HALF,NZDJPY,fx,-2.708333333333333,Bearish,,,
2024-03-08,V5.HALF,CADJPY,fx,-2.847222222222222,Bearish,,,
2024-03-08,V5.HALF,AUDCHF,fx,-1.7708333333333335,Bearish,,,
2024-03-08,V5.HALF,NZDCHF,fx,-1.5625,Bearish,,,
2024-03-08,V5.HALF,CADCHF,fx,-1.7013888888888888,Bearish,,,
2024-03-08,V5.HALF,FTSE100,cross-asset,3.8888888888888884,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-08,V5.FULL,US-DOLLAR,single,1.8518518518518516,Bullish,,,
2024-03-08,V5.FULL,USDJPY,fx,-1.4930555555555558,Bearish,,,
2024-03-08,V5.FULL,AUDUSD,fx,-1.5625,Bearish,,,
2024-03-08,V5.FULL,EURJPY,fx,-1.6666666666666667,Bearish,,,
2024-03-08,V5.FULL,EURAUD,fx,1.3888888888888893,Bullish,,,
2024-03-08,V5.FULL,GBPJPY,fx,-1.6203703703703702,Bearish,,,
2024-03-08,V5.FULL,GBPAUD,fx,1.4351851851851856,Bullish,,,
2024-03-08,V5.FULL,AUDJPY,fx,-3.055555555555556,Very Bearish,,,
2024-03-08,V5.FULL,NZDJPY,fx,-1.5079365079365081,Bearish,,,
2024-03-08,V5.FULL,CADJPY,fx,-1.851851851851852,Bearish,,,
2024-03-08,V5.FULL,AUDNZD,fx,-1.547619047619048,Bearish,,,
2024-03-08,V5.FULL,AUDCHF,fx,-1.904761904761905,Bearish,,,
2024-03-08,V5.FULL,FTSE100,cross-asset,3.703703703703704,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-11,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-11,V5.TS,US-DOLLAR,single,5.0,Very Bullish,,,
2024-03-11,V5.TS,EURUSD,fx,5.0,Very Bullish,,,
2024-03-11,V5.TS,GBPUSD,fx,-5.0,Very Bearish,,,
2024-03-11,V5.TS,USDJPY,fx,-2.5,Bearish,,,
2024-03-11,V5.TS,USDCHF,fx,-5.0,Very Bearish,,,
2024-03-11,V5.TS,USDCAD,fx,5.0,Very Bullish,,,
2024-03-11,V5.TS,AUDUSD,fx,5.0,Very Bullish,,,
2024-03-11,V5.TS,NZDUSD,fx,-5.0,Very Bearish,,,
2024-03-11,V5.TS,EURGBP,fx,10.0,Very Bullish,,,
2024-03-11,V5.TS,EURJPY,fx,2.5,Bullish,,,
2024-03-11,V5.TS,EURNZD,fx,10.0,Very Bullish,,,
2024-03-11,V5.TS,EURCAD,fx,10.0,Very Bullish,,,
2024-03-11,V5.TS,GBPJPY,fx,-7.5,Very Bearish,,,
2024-03-11,V5.TS,GBPCHF,fx,-10.0,Very Bearish,,,
2024-03-11,V5.TS,GBPAUD,fx,-10.0,Very Bearish,,,
2024-03-11,V5.TS,AUDJPY,fx,2.5,Bullish,,,
2024-03-11,V5.TS,NZDJPY,fx,-7.5,Very Bearish,,,
2024-03-11,V5.TS,CADJPY,fx,-7.5,Very Bearish,,,
2024-03-11,V5.TS,CHFJPY,fx,2.5,Bullish,,,
2024-03-11,V5.TS,AUDNZD,fx,10.0,Very Bullish,,,
2024-03-11,V5.TS,AUDCAD,fx,10.0,Very Bullish,,,
2024-03-11,V5.TS,NZDCHF,fx,-10.0,Very Bearish,,,
2024-03-11,V5.TS,CADCHF,fx,-10.0,Very Bearish,,,
2024-03-11,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-11,V5.TS,GOLD,cross-asset,-5.0,Very Bearish,,,
2024-03-11,V5.TS,SILVER,cross-asset,-5.0,Very Bearish,,,
2024-03-11,V5.NOF,US-DOLLAR,single,1.6666666666666665,Bullish,,,
2024-03-11,V5.NOF,EURUSD,fx,1.6666666666666665,Bullish,,,
2024-03-11,V5.NOF,GBPUSD,fx,-1.6666666666666665,Bearish,,,
2024-03-11,V5.NOF,USDJPY,fx,-4.166666666666667,Very Bearish,,,
2024-03-11,V5.NOF,USDCHF,fx,-5.0,Very Bearish,,,
2024-03-11,V5.NOF,USDCAD,fx,1.6666666666666665,Bullish,,,
2024-03-11,V5.NOF,AUDUSD,fx,1.6666666666666665,Bullish,,,
2024-03-11,V5.NOF,NZDUSD,fx,-5.0,Very Bearish,,,
2024-03-11,V5.NOF,EURGBP,fx,3.333333333333333,Very Bullish,,,
2024-03-11,V5.NOF,EURJPY,fx,-2.5000000000000004,Bearish,,,
2024-03-11,V5.NOF,EURCHF,fx,-3.3333333333333335,Very Bearish,,,
2024-03-11,V5.NOF,EURNZD,fx,6.666666666666666,Very Bullish,,,
2024-03-11,V5.NOF,EURCAD,fx,3.333333333333333,Very Bullish,,,
2024-03-11,V5.NOF,GBPJPY,fx,-5.833333333333334,Very Bearish,,,
2024-03-11,V5.NOF,GBPCHF,fx,-6.666666666666666,Very Bearish,,,
2024-03-11,V5.NOF,GBPAUD,fx,-3.333333333333333,Very Bearish,,,
2024-03-11,V5.NOF,GBPNZD,fx,3.3333333333333335,Very Bullish,,,
2024-03-11,V5.NOF,AUDJPY,fx,-2.5000000000000004,Bearish,,,
2024-03-11,V5.NOF,NZDJPY,fx,-9.166666666666668,Very Bearish,,,
2024-03-11,V5.NOF,CADJPY,fx,-5.833333333333334,Very Bearish,,,
2024-03-11,V5.NOF,AUDNZD,fx,6.666666666666666,Very Bullish,,,
2024-03-11,V5.NOF,AUDCAD,fx,3.333333333333333,Very Bullish,,,
2024-03-11,V5.NOF,AUDCHF,fx,-3.3333333333333335,Very Bearish,,,
2024-03-11,V5.NOF,NZDCAD,fx,-3.3333333333333335,Very Bearish,,,
2024-03-11,V5.NOF,NZDCHF,fx,-10.0,Very Bearish,,,
2024-03-11,V5.NOF,CADCHF,fx,-6.666666666666666,Very Bearish,,,
2024-03-11,V5.NOF,NIKKEI,cross-asset,-3.333333333333333,Bearish,,,
2024-03-11,V5.NOF,FTSE100,cross-asset,3.333333333333333,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-11,V5.HALF,USDJPY,fx,-2.458333333333333,Bearish,,,
2024-03-11,V5.HALF,USDCHF,fx,-1.3125,Bearish,,,
2024-03-11,V5.HALF,EURJPY,fx,-1.8749999999999998,Bearish,,,
2024-03-11,V5.HALF,EURCAD,fx,1.3888888888888888,Bullish,,,
2024-03-11,V5.HALF,GBPJPY,fx,-2.6736111111111107,Bearish,,,
2024-03-11,V5.HALF,GBPCHF,fx,-1.5277777777777777,Bearish,,,
2024-03-11,V5.HALF,AUDJPY,fx,-2.9166666666666665,Bearish,,,
2024-03-11,V5.HALF,NZDJPY,fx,-2.708333333333333,Bearish,,,
2024-03-11,V5.HALF,CADJPY,fx,-3.2638888888888884,Very Bearish,,,
2024-03-11,V5.HALF,AUDCHF,fx,-1.7708333333333335,Bearish,,,
2024-03-11,V5.HALF,NZDCHF,fx,-1.5625,Bearish,,,
2024-03-11,V5.HALF,CADCHF,fx,-2.1180555555555554,Bearish,,,
2024-03-11,V5.HALF,NIKKEI,cross-asset,-2.333333333333333,Bearish,,,
2024-03-11,V5.HALF,FTSE100,cross-asset,3.333333333333333,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-11,V5.FULL,USDJPY,fx,-1.9097222222222223,Bearish,,,
2024-03-11,V5.FULL,EURJPY,fx,-1.6666666666666667,Bearish,,,
2024-03-11,V5.FULL,EURAUD,fx,1.3888888888888893,Bullish,,,
2024-03-11,V5.FULL,GBPJPY,fx,-1.6203703703703702,Bearish,,,
2024-03-11,V5.FULL,GBPAUD,fx,1.4351851851851856,Bullish,,,
2024-03-11,V5.FULL,AUDJPY,fx,-3.055555555555556,Very Bearish,,,
2024-03-11,V5.FULL,NZDJPY,fx,-1.5079365079365081,Bearish,,,
2024-03-11,V5.FULL,CADJPY,fx,-2.4074074074074074,Bearish,,,
2024-03-11,V5.FULL,AUDNZD,fx,-1.547619047619048,Bearish,,,
2024-03-11,V5.FULL,AUDCHF,fx,-1.904761904761905,Bearish,,,
2024-03-11,V5.FULL,NIKKEI,cross-asset,-2.083333333333333,Bearish,,,
2024-03-11,V5.FULL,FTSE100,cross-asset,3.333333333333333,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-12,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-12,V5.TS,US-DOLLAR,single,5.0,Very Bullish,,,
2024-03-12,V5.TS,EURUSD,fx,5.0,Very Bullish,,,
2024-03-12,V5.TS,GBPUSD,fx,-5.0,Very Bearish,,,
2024-03-12,V5.TS,USDJPY,fx,-2.5,Bearish,,,
2024-03-12,V5.TS,USDCHF,fx,-5.0,Very Bearish,,,
2024-03-12,V5.TS,USDCAD,fx,5.0,Very Bullish,,,
2024-03-12,V5.TS,AUDUSD,fx,5.0,Very Bullish,,,
2024-03-12,V5.TS,NZDUSD,fx,-5.0,Very Bearish,,,
2024-03-12,V5.TS,EURGBP,fx,10.0,Very Bullish,,,
2024-03-12,V5.TS,EURJPY,fx,2.5,Bullish,,,
2024-03-12,V5.TS,EURNZD,fx,10.0,Very Bullish,,,
2024-03-12,V5.TS,EURCAD,fx,10.0,Very Bullish,,,
2024-03-12,V5.TS,GBPJPY,fx,-7.5,Very Bearish,,,
2024-03-12,V5.TS,GBPCHF,fx,-10.0,Very Bearish,,,
2024-03-12,V5.TS,GBPAUD,fx,-10.0,Very Bearish,,,
2024-03-12,V5.TS,AUDJPY,fx,2.5,Bullish,,,
2024-03-12,V5.TS,NZDJPY,fx,-7.5,Very Bearish,,,
2024-03-12,V5.TS,CADJPY,fx,-7.5,Very Bearish,,,
2024-03-12,V5.TS,CHFJPY,fx,2.5,Bullish,,,
2024-03-12,V5.TS,AUDNZD,fx,10.0,Very Bullish,,,
2024-03-12,V5.TS,AUDCAD,fx,10.0,Very Bullish,,,
2024-03-12,V5.TS,NZDCHF,fx,-10.0,Very Bearish,,,
2024-03-12,V5.TS,CADCHF,fx,-10.0,Very Bearish,,,
2024-03-12,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-12,V5.TS,GOLD,cross-asset,-5.0,Very Bearish,,,
2024-03-12,V5.TS,SILVER,cross-asset,-5.0,Very Bearish,,,
2024-03-12,V5.NOF,US-DOLLAR,single,1.6666666666666665,Bullish,,,
2024-03-12,V5.NOF,EURUSD,fx,3.333333333333333,Very Bullish,,,
2024-03-12,V5.NOF,GBPUSD,fx,-1.6666666666666665,Bearish,,,
2024-03-12,V5.NOF,USDJPY,fx,-4.166666666666667,Very Bearish,,,
2024-03-12,V5.NOF,USDCHF,fx,-5.0,Very Bearish,,,
2024-03-12,V5.NOF,USDCAD,fx,1.6666666666666665,Bullish,,,
2024-03-12,V5.NOF,AUDUSD,fx,1.6666666666666665,Bullish,,,
2024-03-12,V5.NOF,NZDUSD,fx,-5.0,Very Bearish,,,
2024-03-12,V5.NOF,EURGBP,fx,5.0,Very Bullish,,,
2024-03-12,V5.NOF,EURCHF,fx,-1.666666666666667,Bearish,,,
2024-03-12,V5.NOF,EURAUD,fx,1.6666666666666665,Bullish,,,
2024-03-12,V5.NOF,EURNZD,fx,8.333333333333332,Very Bullish,,,
2024-03-12,V5.NOF,EURCAD,fx,5.0,Very Bullish,,,
2024-03-12,V5.NOF,GBPJPY,fx,-5.833333333333334,Very Bearish,,,
2024-03-12,V5.NOF,GBPCHF,fx,-6.666666666666666,Very Bearish,,,
2024-03-12,V5.NOF,GBPAUD,fx,-3.333333333333333,Very Bearish,,,
2024-03-12,V5.NOF,GBPNZD,fx,3.3333333333333335,Very Bullish,,,
2024-03-12,V5.NOF,AUDJPY,fx,-2.5000000000000004,Bearish,,,
2024-03-12,V5.NOF,NZDJPY,fx,-9.166666666666668,Very Bearish,,,
2024-03-12,V5.NOF,CADJPY,fx,-5.833333333333334,Very Bearish,,,
2024-03-12,V5.NOF,AUDNZD,fx,6.666666666666666,Very Bullish,,,
2024-03-12,V5.NOF,AUDCAD,fx,3.333333333333333,Very Bullish,,,
2024-03-12,V5.NOF,AUDCHF,fx,-3.3333333333333335,Very Bearish,,,
2024-03-12,V5.NOF,NZDCAD,fx,-3.3333333333333335,Very Bearish,,,
2024-03-12,V5.NOF,NZDCHF,fx,-10.0,Very Bearish,,,
2024-03-12,V5.NOF,CADCHF,fx,-6.666666666666666,Very Bearish,,,
2024-03-12,V5.NOF,NIKKEI,cross-asset,-3.333333333333333,Bearish,,,
2024-03-12,V5.NOF,FTSE100,cross-asset,3.333333333333333,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-12,V5.HALF,EURUSD,fx,1.4166666666666665,Bullish,,,
2024-03-12,V5.HALF,USDJPY,fx,-2.458333333333333,Bearish,,,
2024-03-12,V5.HALF,USDCHF,fx,-1.3125,Bearish,,,
2024-03-12,V5.HALF,EURGBP,fx,1.6319444444444442,Bullish,,,
2024-03-12,V5.HALF,EURAUD,fx,1.875,Bullish,,,
2024-03-12,V5.HALF,EURNZD,fx,1.6666666666666665,Bullish,,,
2024-03-12,V5.HALF,EURCAD,fx,2.2222222222222223,Bullish,,,
2024-03-12,V5.HALF,GBPJPY,fx,-2.6736111111111107,Bearish,,,
2024-03-12,V5.HALF,GBPCHF,fx,-1.5277777777777777,Bearish,,,
2024-03-12,V5.HALF,AUDJPY,fx,-2.9166666666666665,Bearish,,,
2024-03-12,V5.HALF,NZDJPY,fx,-2.708333333333333,Bearish,,,
2024-03-12,V5.HALF,CADJPY,fx,-3.2638888888888884,Very Bearish,,,
2024-03-12,V5.HALF,AUDCHF,fx,-1.7708333333333335,Bearish,,,
2024-03-12,V5.HALF,NZDCHF,fx,-1.5625,Bearish,,,
2024-03-12,V5.HALF,CADCHF,fx,-2.1180555555555554,Bearish,,,
2024-03-12,V5.HALF,NIKKEI,cross-asset,-2.333333333333333,Bearish,,,
2024-03-12,V5.HALF,FTSE100,cross-asset,3.333333333333333,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-12,V5.FULL,USDJPY,fx,-1.9097222222222223,Bearish,,,
2024-03-12,V5.FULL,EURAUD,fx,1.9444444444444446,Bullish,,,
2024-03-12,V5.FULL,GBPJPY,fx,-1.6203703703703702,Bearish,,,
2024-03-12,V5.FULL,GBPAUD,fx,1.4351851851851856,Bullish,,,
2024-03-12,V5.FULL,AUDJPY,fx,-3.055555555555556,Very Bearish,,,
2024-03-12,V5.FULL,NZDJPY,fx,-1.5079365079365081,Bearish,,,
2024-03-12,V5.FULL,CADJPY,fx,-2.4074074074074074,Bearish,,,
2024-03-12,V5.FULL,AUDNZD,fx,-1.547619047619048,Bearish,,,
2024-03-12,V5.FULL,AUDCHF,fx,-1.904761904761905,Bearish,,,
2024-03-12,V5.FULL,NIKKEI,cross-asset,-2.083333333333333,Bearish,,,
2024-03-12,V5.FULL,FTSE100,cross-asset,3.333333333333333,Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-13,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2024-03-13,V5.TS,US-DOLLAR,single,5.0,Very Bullish,,,
2024-03-13,V5.TS,EURUSD,fx,5.0,Very Bullish,,,
2024-03-13,V5.TS,GBPUSD,fx,-5.0,Very Bearish,,,
2024-03-13,V5.TS,USDJPY,fx,-2.5,Bearish,,,
2024-03-13,V5.TS,USDCHF,fx,-5.0,Very Bearish,,,
2024-03-13,V5.TS,USDCAD,fx,5.0,Very Bullish,,,
2024-03-13,V5.TS,AUDUSD,fx,5.0,Very Bullish,,,
2024-03-13,V5.TS,NZDUSD,fx,-5.0,Very Bearish,,,
2024-03-13,V5.TS,EURGBP,fx,10.0,Very Bullish,,,
2024-03-13,V5.TS,EURJPY,fx,2.5,Bullish,,,
2024-03-13,V5.TS,EURNZD,fx,10.0,Very Bullish,,,
2024-03-13,V5.TS,EURCAD,fx,10.0,Very Bullish,,,
